report_id,employee_id,designation,manager,resolution_minutes,resolution_sla_pass,resolution_category
AXA-20201231-1955-WLESS,216,Operator,Wale,244.3,failed,Critical
AXA-20201230-1956-WLESS,204,Operator,Victor,317.65,failed,Critical
AXA-20201229-1957-WLESS,228,Operator,Seun,213.08,failed,Critical
AXA-20201230-1960-WLESS,228,Operator,Seun,182.55,failed,Critical
AXA-20201231-1963-WLESS,219,Operator,Wale,283.27,failed,Critical
AXA-20201230-1964-WLESS,203,Operator,Victor,337.72,failed,Critical
AXA-20201231-1965-WLESS,201,Operator,Victor,209.52,failed,Critical
AXA-20201230-1966-WLESS,211,Operator,Kerry,195.3,failed,Critical
AXA-20201229-1967-WLESS,204,Operator,Victor,260.07,failed,Critical
AXA-20201230-1971-WLESS,224,Operator,Seun,210.07,failed,Critical
AXA-20201231-1972-WLESS,216,Operator,Wale,214.43,failed,Critical
AXA-20201231-1974-WLESS,218,Operator,Wale,328.53,failed,Critical
AXA-20201230-1975-WLESS,204,Operator,Victor,183.58,failed,Critical
AXA-20201229-1978-WLESS,204,Operator,Victor,340.13,failed,Critical
AXA-20201231-1979-WLESS,210,Operator,Kerry,181.32,failed,Critical
AXA-20201230-1982-WLESS,205,Operator,Victor,199.48,failed,Critical
AXA-20201231-1983-WLESS,201,Operator,Victor,218.03,failed,Critical
AXA-20201230-1986-WLESS,205,Operator,Victor,254.45,failed,Critical
AXA-20201229-1988-WLESS,225,Operator,Seun,222.73,failed,Critical
AXA-20201229-1989-WLESS,220,Operator,Wale,217.27,failed,Critical
AXA-20201230-1991-WLESS,221,Operator,Wale,323.12,failed,Critical
AXA-20201230-1992-WLESS,226,Operator,Seun,248.4,failed,Critical
AXA-20201231-1994-WLESS,207,Operator,Victor,223.72,failed,Critical
AXA-20201230-1996-WLESS,201,Operator,Victor,213.15,failed,Critical
AXA-20201229-1997-WLESS,201,Operator,Victor,341.17,failed,Critical
AXA-20201231-1998-WLESS,203,Operator,Victor,312.17,failed,Critical
AXA-20201231-2000-WLESS,201,Operator,Victor,222.3,failed,Critical
AXA-20201230-2001-WLESS,205,Operator,Victor,305.75,failed,Critical
AXA-20201229-2002-WLESS,207,Operator,Victor,199.68,failed,Critical
AXA-20201231-2003-WLESS,203,Operator,Victor,250.22,failed,Critical
AXA-20201229-2005-WLESS,203,Operator,Victor,193.53,failed,Critical
AXA-20201230-2007-WLESS,202,Operator,Victor,201.32,failed,Critical
AXA-20201230-2014-WLESS,222,Operator,Seun,241.67,failed,Critical
AXA-20201231-2016-CBS,214,Operator,Kerry,242.1,failed,Critical
AXA-20201231-2018-WLESS,207,Operator,Victor,274.03,failed,Critical
AXA-20201231-2021-WLESS,203,Operator,Victor,223.23,failed,Critical
AXA-20201230-2022-WLESS,205,Operator,Victor,263.35,failed,Critical
AXA-20201229-2023-WLESS,201,Operator,Victor,191.78,failed,Critical
AXA-20201230-2025-HSE,202,Operator,Victor,261.77,failed,Critical
AXA-20201229-2026-HSE,205,Operator,Victor,182.03,failed,Critical
AXA-20201231-2032-HSE,221,Operator,Wale,329.63,failed,Critical
AXA-20201229-2034-HSE,206,Operator,Victor,259.07,failed,Critical
AXA-20201230-2036-WiFi9,213,Operator,Kerry,240.8,failed,Critical
AXA-20201231-2037-WLESS,213,Operator,Kerry,255.47,failed,Critical
AXA-20201231-2049-HSE,214,Operator,Kerry,281.52,failed,Critical
AXA-20201231-2051-HSE,215,Operator,Wale,252.25,failed,Critical
AXA-20201230-2054-HSE,206,Operator,Victor,251.1,failed,Critical
AXA-20201229-2055-HSE,203,Operator,Victor,224.55,failed,Critical
AXA-20201231-2058-WLESS,203,Operator,Victor,263.18,failed,Critical
AXA-20201229-2061-WLESS,214,Operator,Kerry,304.23,failed,Critical
AXA-20201231-2062-WLESS,220,Operator,Wale,182.1,failed,Critical
AXA-20201230-2067-WLESS,209,Operator,Kerry,197.43,failed,Critical
AXA-20201229-2068-WLESS,214,Operator,Kerry,334.15,failed,Critical
AXA-20201230-2070-WLESS,202,Operator,Victor,323.73,failed,Critical
AXA-20201230-2072-WLESS,204,Operator,Victor,345.4,failed,Critical
AXA-20201231-2073-WLESS,208,Operator,Kerry,206.08,failed,Critical
AXA-20201207-2076-WiFi4,205,Operator,Victor,268.3,failed,Critical
AXA-20201228-2079-WLESS,201,Operator,Victor,207.03,failed,Critical
AXA-20201218-2081-WiFi5,206,Operator,Victor,343.73,failed,Critical
AXA-20201226-2082-WiFi11,209,Operator,Kerry,224.03,failed,Critical
AXA-20201206-2086-WLESS,210,Operator,Kerry,268.42,failed,Critical
AXA-20201228-2087-WLESS,202,Operator,Victor,341.17,failed,Critical
AXA-20201222-2089-WiFi6,208,Operator,Kerry,185.27,failed,Critical
AXA-20201205-2092-VOICE,202,Operator,Victor,223.52,failed,Critical
AXA-20201221-2093-WiFi4,213,Operator,Kerry,254.75,failed,Critical
AXA-20201214-2094-WiFi9,209,Operator,Kerry,303.17,failed,Critical
AXA-20201217-2095-WiFi8,228,Operator,Seun,259.07,failed,Critical
AXA-20201207-2099-WiFi4,208,Operator,Kerry,317.68,failed,Critical
AXA-20201222-2104-WLESS,202,Operator,Victor,240.37,failed,Critical
AXA-20201223-2109-WiFi5,205,Operator,Victor,182.25,failed,Critical
AXA-20201214-2112-HSE,224,Operator,Seun,250.05,failed,Critical
AXA-20201219-2115-WiFi7,207,Operator,Victor,278.43,failed,Critical
AXA-20201211-2122-VOICE,216,Operator,Wale,267.23,failed,Critical
AXA-20201205-2123-ICS,212,Operator,Kerry,251.2,failed,Critical
AXA-20201224-2124-VOICE,202,Operator,Victor,285.5,failed,Critical
AXA-20201210-2126-CBS,204,Operator,Victor,221.53,failed,Critical
AXA-20201207-2127-WiFi8,205,Operator,Victor,328.1,failed,Critical
AXA-20201217-2128-WiFi5,207,Operator,Victor,310.12,failed,Critical
AXA-20201201-2129-WLESS,201,Operator,Victor,181.17,failed,Critical
AXA-20201224-2131-HSE,205,Operator,Victor,261.28,failed,Critical
AXA-20201208-2132-MAC,202,Operator,Victor,324.13,failed,Critical
AXA-20201211-2136-WiFi7,210,Operator,Kerry,207.32,failed,Critical
AXA-20201211-2137-WiFi8,218,Operator,Wale,255.73,failed,Critical
AXA-20201206-2139-C95,204,Operator,Victor,252.05,failed,Critical
AXA-20201201-2142-CBS,209,Operator,Kerry,341.32,failed,Critical
AXA-20201226-2144-EVOICE,220,Operator,Wale,180.75,failed,Critical
AXA-20201216-2148-WiFi3,210,Operator,Kerry,268.08,failed,Critical
AXA-20201204-2149-WLESS,213,Operator,Kerry,217.78,failed,Critical
AXA-20201226-2150-WiFi9,206,Operator,Victor,192.03,failed,Critical
AXA-20201223-2151-MAC,221,Operator,Wale,257.45,failed,Critical
AXA-20201216-2158-WLESS,211,Operator,Kerry,258.1,failed,Critical
AXA-20201223-2160-VOICE,201,Operator,Victor,280.72,failed,Critical
AXA-20201224-2161-WiFi10,228,Operator,Seun,205.47,failed,Critical
AXA-20201218-2162-WiFi8,218,Operator,Wale,325.6,failed,Critical
AXA-20201223-2163-MCON,218,Operator,Wale,329.67,failed,Critical
AXA-20201227-2164-MAC,227,Operator,Seun,331.32,failed,Critical
AXA-20201214-2165-WiFi8,227,Operator,Seun,242.15,failed,Critical
AXA-20201222-2166-WLESS,204,Operator,Victor,283.3,failed,Critical
AXA-20201218-2168-CBS,221,Operator,Wale,215.45,failed,Critical
AXA-20201228-2169-WiFi4,213,Operator,Kerry,315.33,failed,Critical
AXA-20201208-2171-WiFi4,204,Operator,Victor,199.13,failed,Critical
AXA-20201223-2172-WLESS,205,Operator,Victor,318.28,failed,Critical
AXA-20201210-2173-HSE,211,Operator,Kerry,312.63,failed,Critical
AXA-20201223-2175-WiFi5,212,Operator,Kerry,268.32,failed,Critical
AXA-20201202-2176-WiFi8,205,Operator,Victor,195.73,failed,Critical
AXA-20201209-2183-WLESS,211,Operator,Kerry,197.23,failed,Critical
AXA-20201216-2186-MAC,213,Operator,Kerry,320.45,failed,Critical
AXA-20201218-2187-ICS,207,Operator,Victor,322.2,failed,Critical
AXA-20201204-2188-C100,223,Operator,Seun,283.2,failed,Critical
AXA-20201209-2189-C95,206,Operator,Victor,318.2,failed,Critical
AXA-20201202-2194-WLESS,208,Operator,Kerry,207.35,failed,Critical
AXA-20201203-2196-MCON,205,Operator,Victor,275.6,failed,Critical
AXA-20201205-2199-WiFi6,225,Operator,Seun,185.37,failed,Critical
AXA-20201213-2200-WiFi3,212,Operator,Kerry,270.45,failed,Critical
AXA-20201211-2202-VOICE,223,Operator,Seun,277.43,failed,Critical
AXA-20201207-2205-MCON,210,Operator,Kerry,330.05,failed,Critical
AXA-20201224-2210-MCON,202,Operator,Victor,259.07,failed,Critical
AXA-20201225-2211-WiFi10,220,Operator,Wale,242.3,failed,Critical
AXA-20201202-2216-WiFi5,211,Operator,Kerry,252.1,failed,Critical
AXA-20201223-2217-WLESS,218,Operator,Wale,342.75,failed,Critical
AXA-20201203-2219-C100,201,Operator,Victor,309.52,failed,Critical
AXA-20201212-2222-WiFi3,206,Operator,Victor,210.27,failed,Critical
AXA-20201209-2223-MAC,205,Operator,Victor,325.58,failed,Critical
AXA-20201207-2224-MCON,204,Operator,Victor,310.12,failed,Critical
AXA-20201201-2225-WiFi11,214,Operator,Kerry,194.03,failed,Critical
AXA-20201206-2226-WiFi5,206,Operator,Victor,248.77,failed,Critical
AXA-20201216-2229-WLESS,213,Operator,Kerry,210.38,failed,Critical
AXA-20201222-2230-MAC,214,Operator,Kerry,310.42,failed,Critical
AXA-20201224-2233-WiFi10,206,Operator,Victor,280.77,failed,Critical
AXA-20201215-2237-WiFi6,205,Operator,Victor,262.08,failed,Critical
AXA-20201210-2240-C100,215,Operator,Wale,306.75,failed,Critical
AXA-20201211-2242-WiFi10,226,Operator,Seun,332.25,failed,Critical
AXA-20201208-2245-HSE,204,Operator,Victor,323.67,failed,Critical
AXA-20201206-2246-EVOICE,207,Operator,Victor,198.73,failed,Critical
AXA-20201228-2250-EVOICE,207,Operator,Victor,223.25,failed,Critical
AXA-20201220-2256-MAC,207,Operator,Victor,318.42,failed,Critical
AXA-20201219-2258-WiFi7,207,Operator,Victor,247.13,failed,Critical
AXA-20201216-2262-C95,208,Operator,Kerry,319.45,failed,Critical
AXA-20201221-2267-MCON,214,Operator,Kerry,261.2,failed,Critical
AXA-20201208-2270-WLESS,213,Operator,Kerry,255.12,failed,Critical
AXA-20201218-2271-WiFi8,219,Operator,Wale,301.62,failed,Critical
AXA-20201212-2272-WiFi3,203,Operator,Victor,285.07,failed,Critical
AXA-20201212-2273-WiFi9,202,Operator,Victor,269.15,failed,Critical
AXA-20201208-2277-WLESS,207,Operator,Victor,213.03,failed,Critical
AXA-20201211-2278-WiFi3,226,Operator,Seun,244.33,failed,Critical
AXA-20201211-2279-WLESS,205,Operator,Victor,204.27,failed,Critical
AXA-20201221-2280-HSE,201,Operator,Victor,319.15,failed,Critical
AXA-20201202-2281-WiFi7,210,Operator,Kerry,339.07,failed,Critical
AXA-20201202-2283-MCON,202,Operator,Victor,331.37,failed,Critical
AXA-20201217-2284-WLESS,207,Operator,Victor,336.7,failed,Critical
AXA-20201207-2286-WiFi4,210,Operator,Kerry,337.68,failed,Critical
AXA-20201209-2287-WiFi5,225,Operator,Seun,341.05,failed,Critical
AXA-20201201-2288-HSE,214,Operator,Kerry,247.73,failed,Critical
AXA-20201203-2290-WiFi11,205,Operator,Victor,271.05,failed,Critical
AXA-20201203-2291-CBS,226,Operator,Seun,195.07,failed,Critical
AXA-20201226-2294-C95,205,Operator,Victor,303.22,failed,Critical
AXA-20201206-2296-WiFi5,221,Operator,Wale,305.63,failed,Critical
AXA-20201206-2299-WiFi7,207,Operator,Victor,303.77,failed,Critical
AXA-20201220-2300-MAC,212,Operator,Kerry,218.13,failed,Critical
AXA-20201208-2304-C100,212,Operator,Kerry,274.6,failed,Critical
AXA-20201203-2311-WiFi11,212,Operator,Kerry,304.1,failed,Critical
AXA-20201225-2313-ICS,216,Operator,Wale,182.13,failed,Critical
AXA-20201225-2314-WiFi5,202,Operator,Victor,263.6,failed,Critical
AXA-20201224-2322-CBS,206,Operator,Victor,248.37,failed,Critical
AXA-20201225-2323-WiFi5,205,Operator,Victor,303.33,failed,Critical
AXA-20201218-2325-WiFi7,212,Operator,Kerry,337.32,failed,Critical
AXA-20201220-2335-MAC,203,Operator,Victor,279.57,failed,Critical
AXA-20201219-2337-HSE,204,Operator,Victor,213.67,failed,Critical
AXA-20201211-2338-MCON,218,Operator,Wale,330.8,failed,Critical
AXA-20201207-2341-ICS,222,Operator,Seun,300.2,failed,Critical
AXA-20201210-2343-WiFi10,213,Operator,Kerry,181.45,failed,Critical
AXA-20201211-2345-WiFi8,206,Operator,Victor,210.47,failed,Critical
AXA-20201210-2346-WiFi7,204,Operator,Victor,309.62,failed,Critical
AXA-20201213-2347-WiFi10,209,Operator,Kerry,213.17,failed,Critical
AXA-20201214-2348-WLESS,206,Operator,Victor,210.68,failed,Critical
AXA-20201212-2349-CBS,202,Operator,Victor,280.73,failed,Critical
AXA-20201226-2351-WiFi10,201,Operator,Victor,191.53,failed,Critical
AXA-20201214-2352-WLESS,218,Operator,Wale,217.75,failed,Critical
AXA-20201204-2355-EVOICE,208,Operator,Kerry,203.65,failed,Critical
AXA-20201215-2358-WiFi9,206,Operator,Victor,208.45,failed,Critical
AXA-20201218-2359-HSE,224,Operator,Seun,193.2,failed,Critical
AXA-20201209-2360-MCON,215,Operator,Wale,180.32,failed,Critical
AXA-20201206-2365-WiFi3,201,Operator,Victor,209.8,failed,Critical
AXA-20201216-2366-WiFi10,204,Operator,Victor,325.78,failed,Critical
AXA-20201220-2368-WiFi8,222,Operator,Seun,240.1,failed,Critical
AXA-20201204-2373-WiFi6,224,Operator,Seun,222.72,failed,Critical
AXA-20201228-2376-MCON,227,Operator,Seun,215.1,failed,Critical
AXA-20201205-2380-WiFi7,207,Operator,Victor,259.13,failed,Critical
AXA-20201228-2383-WiFi3,228,Operator,Seun,240.62,failed,Critical
AXA-20201224-2387-ICS,204,Operator,Victor,191.1,failed,Critical
AXA-20201218-2389-MCON,222,Operator,Seun,261.27,failed,Critical
AXA-20201227-2390-CBS,208,Operator,Kerry,250.35,failed,Critical
AXA-20201218-2391-MCON,202,Operator,Victor,190.28,failed,Critical
AXA-20201201-2393-HSE,218,Operator,Wale,285.1,failed,Critical
AXA-20201223-2396-HSE,227,Operator,Seun,323.27,failed,Critical
AXA-20201228-2397-WiFi9,220,Operator,Wale,278.12,failed,Critical
AXA-20201227-2399-ICS,219,Operator,Wale,192.42,failed,Critical
AXA-20201212-2400-HSE,213,Operator,Kerry,264.27,failed,Critical
AXA-20201207-2404-MCON,211,Operator,Kerry,318.08,failed,Critical
AXA-20201215-2405-WLESS,208,Operator,Kerry,254.15,failed,Critical
AXA-20201224-2407-EVOICE,206,Operator,Victor,198.12,failed,Critical
AXA-20201215-2410-WiFi7,218,Operator,Wale,330.52,failed,Critical
AXA-20201212-2414-WiFi4,203,Operator,Victor,255.35,failed,Critical
AXA-20201211-2416-WLESS,202,Operator,Victor,322.77,failed,Critical
AXA-20201221-2420-WiFi6,202,Operator,Victor,223.27,failed,Critical
AXA-20201215-2422-WiFi5,201,Operator,Victor,257.7,failed,Critical
AXA-20201208-2423-VOICE,223,Operator,Seun,199.03,failed,Critical
AXA-20201214-2424-HSE,201,Operator,Victor,205.03,failed,Critical
AXA-20201215-2425-ICS,210,Operator,Kerry,281.52,failed,Critical
AXA-20201225-2429-WiFi4,206,Operator,Victor,329.57,failed,Critical
AXA-20201210-2430-WLESS,218,Operator,Wale,192.6,failed,Critical
AXA-20201224-2432-EVOICE,201,Operator,Victor,259.45,failed,Critical
AXA-20201217-2433-WiFi5,202,Operator,Victor,207.47,failed,Critical
AXA-20201213-2438-WiFi7,220,Operator,Wale,252.35,failed,Critical
AXA-20201208-2440-WLESS,211,Operator,Kerry,183.5,failed,Critical
AXA-20201213-2441-WiFi4,211,Operator,Kerry,180.28,failed,Critical
AXA-20201212-2442-HSE,201,Operator,Victor,307.3,failed,Critical
AXA-20201211-2446-EVOICE,205,Operator,Victor,188.52,failed,Critical
AXA-20201217-2448-EVOICE,207,Operator,Victor,277.28,failed,Critical
AXA-20201221-2451-C95,203,Operator,Victor,330.65,failed,Critical
AXA-20201221-2455-WiFi8,201,Operator,Victor,282.53,failed,Critical
AXA-20201208-2456-WiFi7,208,Operator,Kerry,184.8,failed,Critical
AXA-20201206-2459-WLESS,225,Operator,Seun,217.22,failed,Critical
AXA-20201208-2461-HSE,226,Operator,Seun,276.57,failed,Critical
AXA-20201222-2462-WiFi7,212,Operator,Kerry,341.55,failed,Critical
AXA-20201224-2472-C95,212,Operator,Kerry,335.13,failed,Critical
AXA-20201209-2473-EVOICE,215,Operator,Wale,330.37,failed,Critical
AXA-20201210-2475-WiFi6,210,Operator,Kerry,211.07,failed,Critical
AXA-20201228-2477-MCON,204,Operator,Victor,222.42,failed,Critical
AXA-20201204-2478-WiFi8,211,Operator,Kerry,344.23,failed,Critical
AXA-20201214-2480-C95,206,Operator,Victor,241.78,failed,Critical
AXA-20201211-2483-MCON,201,Operator,Victor,327.45,failed,Critical
AXA-20201225-2484-C95,201,Operator,Victor,302.52,failed,Critical
AXA-20201216-2485-MAC,206,Operator,Victor,200.4,failed,Critical
AXA-20201227-2488-C100,221,Operator,Wale,182.38,failed,Critical
AXA-20201204-2489-HSE,214,Operator,Kerry,306.73,failed,Critical
AXA-20201201-2490-VOICE,203,Operator,Victor,322.62,failed,Critical
AXA-20201222-2492-WLESS,224,Operator,Seun,255.5,failed,Critical
AXA-20201228-2493-WiFi3,204,Operator,Victor,195.62,failed,Critical
AXA-20201204-2494-WiFi4,208,Operator,Kerry,248.73,failed,Critical
AXA-20201226-2496-WiFi7,206,Operator,Victor,181.48,failed,Critical
AXA-20201201-2497-C95,214,Operator,Kerry,200.68,failed,Critical
AXA-20201223-2500-WiFi4,210,Operator,Kerry,218.62,failed,Critical
AXA-20201227-2501-VOICE,213,Operator,Kerry,310.1,failed,Critical
AXA-20201202-2504-WiFi11,206,Operator,Victor,311.4,failed,Critical
AXA-20201221-2506-WLESS,207,Operator,Victor,281.33,failed,Critical
AXA-20201217-2510-MCON,206,Operator,Victor,332.77,failed,Critical
AXA-20201223-2511-WiFi3,201,Operator,Victor,215.3,failed,Critical
AXA-20201222-2516-WiFi6,205,Operator,Victor,251.12,failed,Critical
AXA-20201228-2517-WiFi10,206,Operator,Victor,326.6,failed,Critical
AXA-20201215-2518-WiFi3,215,Operator,Wale,260.13,failed,Critical
AXA-20201207-2519-WiFi11,201,Operator,Victor,330.78,failed,Critical
AXA-20201214-2521-WiFi7,205,Operator,Victor,336.32,failed,Critical
AXA-20201215-2524-CBS,204,Operator,Victor,264.33,failed,Critical
AXA-20201203-2525-WLESS,210,Operator,Kerry,197.45,failed,Critical
AXA-20201214-2526-WiFi9,202,Operator,Victor,280.5,failed,Critical
AXA-20201204-2528-HSE,204,Operator,Victor,337.3,failed,Critical
AXA-20201209-2529-MCON,207,Operator,Victor,198.73,failed,Critical
AXA-20201227-2534-WiFi5,201,Operator,Victor,195.33,failed,Critical
AXA-20201227-2535-HSE,201,Operator,Victor,305.58,failed,Critical
AXA-20201210-2537-WiFi5,205,Operator,Victor,276.78,failed,Critical
AXA-20201227-2538-WiFi6,204,Operator,Victor,189.73,failed,Critical
AXA-20201202-2539-HSE,204,Operator,Victor,274.53,failed,Critical
AXA-20201226-2540-C100,207,Operator,Victor,313.22,failed,Critical
AXA-20201210-2545-EVOICE,206,Operator,Victor,213.13,failed,Critical
AXA-20201216-2546-VOICE,220,Operator,Wale,339.1,failed,Critical
AXA-20201218-2550-WiFi3,226,Operator,Seun,341.07,failed,Critical
AXA-20201203-2553-C100,209,Operator,Kerry,273.18,failed,Critical
AXA-20201208-2556-VOICE,201,Operator,Victor,189.55,failed,Critical
AXA-20201226-2561-C100,209,Operator,Kerry,221.62,failed,Critical
AXA-20201208-2564-WiFi6,201,Operator,Victor,342.13,failed,Critical
AXA-20201207-2567-C100,220,Operator,Wale,319.7,failed,Critical
AXA-20201213-2569-MCON,207,Operator,Victor,282.03,failed,Critical
AXA-20201207-2570-HSE,211,Operator,Kerry,263.47,failed,Critical
AXA-20201217-2571-C100,207,Operator,Victor,248.55,failed,Critical
AXA-20201217-2575-WiFi6,204,Operator,Victor,219.2,failed,Critical
AXA-20201223-2578-C95,205,Operator,Victor,198.42,failed,Critical
AXA-20201223-2579-CBS,205,Operator,Victor,313.73,failed,Critical
AXA-20201217-2582-CBS,228,Operator,Seun,330.63,failed,Critical
AXA-20201206-2585-VOICE,203,Operator,Victor,198.57,failed,Critical
AXA-20201215-2586-WiFi5,204,Operator,Victor,217.38,failed,Critical
AXA-20201202-2589-WiFi8,214,Operator,Kerry,185.33,failed,Critical
AXA-20201216-2590-WiFi9,214,Operator,Kerry,310.08,failed,Critical
AXA-20201210-2592-HSE,202,Operator,Victor,215.52,failed,Critical
AXA-20201217-2597-WLESS,203,Operator,Victor,213.72,failed,Critical
AXA-20201226-2598-HSE,214,Operator,Kerry,218.48,failed,Critical
AXA-20201211-2602-WiFi5,221,Operator,Wale,251.33,failed,Critical
AXA-20201215-2603-MCON,211,Operator,Kerry,260.7,failed,Critical
AXA-20201228-2607-HSE,205,Operator,Victor,258.33,failed,Critical
AXA-20201226-2610-WiFi11,209,Operator,Kerry,345.08,failed,Critical
AXA-20201205-2611-WLESS,213,Operator,Kerry,334.05,failed,Critical
AXA-20201201-2615-WiFi8,216,Operator,Wale,314.55,failed,Critical
AXA-20201202-2617-HSE,203,Operator,Victor,241.15,failed,Critical
AXA-20201209-2619-WiFi11,203,Operator,Victor,210.42,failed,Critical
AXA-20201227-2620-MCON,214,Operator,Kerry,217.8,failed,Critical
AXA-20201201-2624-ICS,228,Operator,Seun,204.25,failed,Critical
AXA-20201205-2626-ICS,204,Operator,Victor,315.35,failed,Critical
AXA-20201215-2628-WLESS,213,Operator,Kerry,280.1,failed,Critical
AXA-20201207-2631-WLESS,201,Operator,Victor,311.63,failed,Critical
AXA-20201219-2632-WLESS,204,Operator,Victor,327.75,failed,Critical
AXA-20201217-2633-WLESS,201,Operator,Victor,222.67,failed,Critical
AXA-20201207-2635-WiFi7,210,Operator,Kerry,345.5,failed,Critical
AXA-20201205-2637-MAC,202,Operator,Victor,271.25,failed,Critical
AXA-20201225-2642-VOICE,211,Operator,Kerry,302.6,failed,Critical
AXA-20201220-2645-VOICE,210,Operator,Kerry,335.23,failed,Critical
AXA-20201208-2646-WiFi3,203,Operator,Victor,317.05,failed,Critical
AXA-20201220-2649-WiFi8,205,Operator,Victor,194.5,failed,Critical
AXA-20201219-2650-WLESS,203,Operator,Victor,217.35,failed,Critical
AXA-20201211-2651-WLESS,209,Operator,Kerry,318.38,failed,Critical
AXA-20201222-2654-WiFi11,201,Operator,Victor,340.73,failed,Critical
AXA-20201226-2657-WLESS,202,Operator,Victor,338.53,failed,Critical
AXA-20201218-2659-WiFi6,208,Operator,Kerry,270.73,failed,Critical
AXA-20201203-2660-C95,205,Operator,Victor,180.22,failed,Critical
AXA-20201201-2664-C100,227,Operator,Seun,331.03,failed,Critical
AXA-20201215-2665-WLESS,227,Operator,Seun,332.72,failed,Critical
AXA-20201205-2668-ICS,213,Operator,Kerry,303.03,failed,Critical
AXA-20201208-2670-HSE,222,Operator,Seun,225.08,failed,Critical
AXA-20201205-2673-WiFi9,224,Operator,Seun,341.8,failed,Critical
AXA-20201202-2675-WiFi7,227,Operator,Seun,222.25,failed,Critical
AXA-20201214-2680-ICS,205,Operator,Victor,272.75,failed,Critical
AXA-20201208-2684-HSE,205,Operator,Victor,340.32,failed,Critical
AXA-20201218-2685-C100,222,Operator,Seun,211.65,failed,Critical
AXA-20201221-2690-ICS,210,Operator,Kerry,195.42,failed,Critical
AXA-20201224-2691-WLESS,208,Operator,Kerry,206.42,failed,Critical
AXA-20201205-2693-C100,205,Operator,Victor,248.73,failed,Critical
AXA-20201226-2697-MAC,202,Operator,Victor,308.23,failed,Critical
AXA-20201217-2698-WiFi5,207,Operator,Victor,210.15,failed,Critical
AXA-20201214-2699-WiFi8,210,Operator,Kerry,184.17,failed,Critical
AXA-20201213-2701-WLESS,212,Operator,Kerry,181.12,failed,Critical
AXA-20201208-2702-WiFi5,205,Operator,Victor,207.4,failed,Critical
AXA-20201222-2708-MAC,209,Operator,Kerry,222.48,failed,Critical
AXA-20201203-2709-HSE,204,Operator,Victor,245.68,failed,Critical
AXA-20201202-2710-WiFi5,213,Operator,Kerry,278.62,failed,Critical
AXA-20201226-2711-HSE,204,Operator,Victor,328.57,failed,Critical
AXA-20201220-2712-HSE,203,Operator,Victor,200.42,failed,Critical
AXA-20201221-2714-WLESS,221,Operator,Wale,337.28,failed,Critical
AXA-20201220-2715-WiFi7,211,Operator,Kerry,339.63,failed,Critical
AXA-20201204-2716-WLESS,207,Operator,Victor,187.28,failed,Critical
AXA-20201202-2717-WiFi8,207,Operator,Victor,281.3,failed,Critical
AXA-20201203-2719-C95,204,Operator,Victor,273.38,failed,Critical
AXA-20201226-2720-MCON,211,Operator,Kerry,308.55,failed,Critical
AXA-20201228-2721-VOICE,205,Operator,Victor,185.57,failed,Critical
AXA-20201220-2722-WLESS,207,Operator,Victor,338.78,failed,Critical
AXA-20201227-2723-VOICE,208,Operator,Kerry,202.57,failed,Critical
AXA-20201203-2725-WiFi11,207,Operator,Victor,324.3,failed,Critical
AXA-20201212-2726-WLESS,208,Operator,Kerry,333.45,failed,Critical
AXA-20201219-2731-WiFi7,206,Operator,Victor,243.5,failed,Critical
AXA-20201201-2733-CBS,209,Operator,Kerry,272.57,failed,Critical
AXA-20201211-2734-ICS,216,Operator,Wale,214.63,failed,Critical
AXA-20201222-2736-HSE,212,Operator,Kerry,250.62,failed,Critical
AXA-20201228-2737-WiFi7,217,Operator,Wale,224.72,failed,Critical
AXA-20201204-2738-WLESS,206,Operator,Victor,344.58,failed,Critical
AXA-20201219-2740-WiFi6,212,Operator,Kerry,208.18,failed,Critical
AXA-20201209-2745-MAC,205,Operator,Victor,310.42,failed,Critical
AXA-20201211-2746-WiFi5,204,Operator,Victor,315.17,failed,Critical
AXA-20201218-2747-HSE,202,Operator,Victor,262.5,failed,Critical
AXA-20201215-2749-WiFi3,202,Operator,Victor,247.58,failed,Critical
AXA-20201216-2750-MAC,207,Operator,Victor,193.18,failed,Critical
AXA-20201205-2758-MCON,201,Operator,Victor,313.55,failed,Critical
AXA-20201222-2759-WLESS,207,Operator,Victor,312.18,failed,Critical
AXA-20201220-2761-WiFi4,209,Operator,Kerry,260.42,failed,Critical
AXA-20201224-2762-WiFi9,228,Operator,Seun,214.28,failed,Critical
AXA-20201204-2765-WiFi10,204,Operator,Victor,300.47,failed,Critical
AXA-20201208-2767-WiFi10,205,Operator,Victor,300.15,failed,Critical
AXA-20201202-2768-C100,226,Operator,Seun,222.4,failed,Critical
AXA-20201201-2769-MAC,208,Operator,Kerry,265.43,failed,Critical
AXA-20201210-2770-WiFi5,209,Operator,Kerry,254.72,failed,Critical
AXA-20201201-2771-WLESS,203,Operator,Victor,208.32,failed,Critical
AXA-20201211-2774-C100,228,Operator,Seun,200.6,failed,Critical
AXA-20201216-2775-C95,226,Operator,Seun,327.67,failed,Critical
AXA-20201215-2776-WiFi4,214,Operator,Kerry,192.17,failed,Critical
AXA-20201208-2778-WiFi3,212,Operator,Kerry,211.33,failed,Critical
AXA-20201222-2780-EVOICE,211,Operator,Kerry,211.48,failed,Critical
AXA-20201218-2782-WiFi5,222,Operator,Seun,270.37,failed,Critical
AXA-20201217-2783-WiFi8,207,Operator,Victor,268.13,failed,Critical
